2026-07-20 14:22:17 | INFO | Aplicacao iniciada.
2026-07-20 14:22:17 | INFO | Tentando importar modulo do ProjectWise.
2026-07-20 14:22:17 | INFO | Modulo 'pwps_dab' importado com sucesso.
2026-07-20 14:22:17 | INFO | Tentando conectar ao datasource do ProjectWise.
2026-07-20 14:22:17 | INFO | Tentando conexao via 'New-PWLogin'. Parametros: DatasourceName, UserName, Password, UseGui, DoNotCreateWorkingDirectory, BentleyIMS, LoadWRE, NonAdminLogin, Token, Verbose, Debug, ErrorAction, WarningAction, InformationAction, ErrorVariable, WarningVariable, InformationVariable, OutVariable, OutBuffer, PipelineVariable
2026-07-20 14:22:27 | INFO | Conexao realizada via 'New-PWLogin -BentleyIMS'.
2026-07-20 14:22:27 | INFO | Conexao com ProjectWise realizada com sucesso.
2026-07-20 14:22:28 | INFO | Buscando usuario pelo email: isabela@planservi.com.br
2026-07-20 14:22:28 | INFO | Parametros encontrados no cmdlet: UserName, UserId, SecProvider, Email, Identity, Disabled, Enabled, LastLogin, LoginInfo, Verbose, Debug, ErrorAction, WarningAction, InformationAction, ErrorVariable, WarningVariable, InformationVariable, OutVariable, OutBuffer, PipelineVariable
2026-07-20 14:22:29 | INFO | Usuario localizado com correspondencia exata de email.
2026-07-20 14:22:30 | INFO | Listando pastas da raiz por Root.
2026-07-20 14:22:33 | INFO | Listando filhos da pasta ID: 56
2026-07-20 14:22:46 | INFO | Listando filhos da pasta ID: 761
2026-07-20 14:22:47 | INFO | Listando filhos da pasta ID: 2607
2026-07-20 14:26:11 | INFO | Iniciando leitura da seguranca do projeto '01.01.01.01' (ID: 131175)
2026-07-20 14:26:11 | INFO | Get-PWFolderSecurity retornou 0 item(ns).
2026-07-20 14:26:11 | INFO | Get-PWFolderTreeAccessObjects retornou 0 item(ns).
2026-07-20 14:26:11 | WARN | Cmdlet Get-PWProjectSecurity nao encontrado no ambiente. A leitura seguira apenas com FolderSecurity/TreeAccessObjects.
2026-07-20 14:26:11 | INFO | Total consolidado de acessos encontrados: 0
2026-07-20 14:26:11 | WARN | Projeto '01.01.01.01 - Duplicação TH 39 - km 157,6 + 159,6 - SP-333' retornou apenas 0 group(s) pela API. Tentando fallback por nome...
2026-07-20 14:26:11 | INFO | Cache de grupos carregado via Get-PWGroups: 0 item(ns).
2026-07-20 14:26:11 | WARN | Projeto '01.01.01.01 - Duplicação TH 39 - km 157,6 + 159,6 - SP-333' ignorado: nenhum acesso com nome identificado.
2026-07-20 14:26:11 | INFO | Iniciando leitura da seguranca do projeto '01.01.01.02' (ID: 131586)
2026-07-20 14:26:11 | INFO | Get-PWFolderSecurity retornou 0 item(ns).
2026-07-20 14:26:11 | INFO | Get-PWFolderTreeAccessObjects retornou 0 item(ns).
2026-07-20 14:26:11 | WARN | Cmdlet Get-PWProjectSecurity nao encontrado no ambiente. A leitura seguira apenas com FolderSecurity/TreeAccessObjects.
2026-07-20 14:26:11 | INFO | Total consolidado de acessos encontrados: 0
2026-07-20 14:26:11 | WARN | Projeto '01.01.01.02 - Duplicação TH 40 - km 159,6 + 173,5 - SP-333' retornou apenas 0 group(s) pela API. Tentando fallback por nome...
2026-07-20 14:26:11 | WARN | Projeto '01.01.01.02 - Duplicação TH 40 - km 159,6 + 173,5 - SP-333' ignorado: nenhum acesso com nome identificado.
2026-07-20 14:26:11 | INFO | Iniciando leitura da seguranca do projeto '01.01.01.03' (ID: 131997)
2026-07-20 14:26:11 | INFO | Get-PWFolderSecurity retornou 0 item(ns).
2026-07-20 14:26:11 | INFO | Get-PWFolderTreeAccessObjects retornou 0 item(ns).
2026-07-20 14:26:11 | WARN | Cmdlet Get-PWProjectSecurity nao encontrado no ambiente. A leitura seguira apenas com FolderSecurity/TreeAccessObjects.
2026-07-20 14:26:11 | INFO | Total consolidado de acessos encontrados: 0
2026-07-20 14:26:11 | WARN | Projeto '01.01.01.03 - Duplicação TH 41 - km 173,5 + 182,2 - SP-333' retornou apenas 0 group(s) pela API. Tentando fallback por nome...
2026-07-20 14:26:11 | WARN | Projeto '01.01.01.03 - Duplicação TH 41 - km 173,5 + 182,2 - SP-333' ignorado: nenhum acesso com nome identificado.
2026-07-20 14:26:11 | INFO | Iniciando leitura da seguranca do projeto '01.01.01.04' (ID: 132408)
2026-07-20 14:26:11 | INFO | Get-PWFolderSecurity retornou 0 item(ns).
2026-07-20 14:26:11 | INFO | Get-PWFolderTreeAccessObjects retornou 0 item(ns).
2026-07-20 14:26:11 | WARN | Cmdlet Get-PWProjectSecurity nao encontrado no ambiente. A leitura seguira apenas com FolderSecurity/TreeAccessObjects.
2026-07-20 14:26:11 | INFO | Total consolidado de acessos encontrados: 0
2026-07-20 14:26:11 | WARN | Projeto '01.01.01.04 - Duplicação TH 42 - km 182,2 + 212,5 - SP-333' retornou apenas 0 group(s) pela API. Tentando fallback por nome...
2026-07-20 14:26:11 | WARN | Projeto '01.01.01.04 - Duplicação TH 42 - km 182,2 + 212,5 - SP-333' ignorado: nenhum acesso com nome identificado.
